ASX code,Company name,Security type,ISIN code
ACL,ALCHEMIA LIMITED,ORDINARY FULLY PAID,AU000000ACL6
ACLAK,ALCHEMIA LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000ACLAK3
ALY,ALCHEMY RESOURCE LTD,ORDINARY FULLY PAID,AU000000ALY0
ALYAN,ALCHEMY RESOURCE LTD,OPTION EXPIRING 31-OCT-2017 EX VARIOUS PRICES,AU0000ALYAN1
ALC,ALCIDION GROUP LTD,ORDINARY FULLY PAID,AU000000ALC6
ALCAK,ALCIDION GROUP LTD,OPTION EXPIRING 02-AUG-2016 EX 30C,AU0000ALCAK3
ALCAQ,ALCIDION GROUP LTD,OPTION EXPIRING 19-OCT-2016 EX 30C,AU0000ALCAQ0
ALCAI,ALCIDION GROUP LTD,OPTION EXPIRING 23-AUG-2017 EX 7.5C,AU0000ALCAI7
AL1,ALCOA,ALCOA INC (AA) (NYSE),AU000000AL13
AAI,ALCOA INC.,CDI 1:1 FOREIGN EXEMPT NYSE,AU000000AAI6
AAIAI,ALCOA INC.,SERIAL PREFERRED STOCK,AU0000AAIAI7
LEP,ALE PROPERTY GROUP,ORDINARY/UNITS FULLY PAID STAPLED SECURITIES,AU000000LEP0
AWD,ALEATOR ENERGY LTD,ORDINARY FULLY PAID,AU000000AWD1
AWDDA,ALEATOR ENERGY LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AWDDA3
AWDDC,ALEATOR ENERGY LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AWDDC9
AWDDB,ALEATOR ENERGY LTD,OPTION EXPIRING 31-JAN-2015 DEFERRED SETTLEMENT,AU0000AWDDB1
AWDO,ALEATOR ENERGY LTD,OPTION EXPIRING 31-JAN-2015,AU00000AWDO7
AJX,ALEXIUM INT GROUP,ORDINARY FULLY PAID,AU000000AJX6
AJXYY,ALEXIUM INT GROUP,PLACEMENT,AU0000AJXYY4
AJXAA,ALEXIUM INT GROUP,OPTION EXPIRING 24-JUN-2016 EX 10C,AU0000AJXAA4
AJXAC,ALEXIUM INT GROUP,OPTION EXPIRING 31-AUG-2017 EX 18C,AU0000AJXAC0
AJXAD,ALEXIUM INT GROUP,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AJXAD8
AJXAE,ALEXIUM INT GROUP,PERFORMANCE RIGHTS,AU0000AJXAE6
AJXAI,ALEXIUM INT GROUP,OPTION EXPIRING 31-DEC-2016 EX 8C,AU0000AJXAI7
AEB,ALGAE.TEC LIMITED,ORDINARY FULLY PAID,AU000000AEB3
AEBAI,ALGAE.TEC LIMITED,OPTION EXPIRING 20-JAN-2019 EX 16.36C,AU0000AEBAI4
AEBAS,ALGAE.TEC LIMITED,OPTION EXPIRING 13-JAN-2016 EX 75C,AU0000AEBAS3
AEBAV,ALGAE.TEC LIMITED,OPTION EXPIRING 01-MAR-2018 EX 20C,AU0000AEBAV7
AEBAW,ALGAE.TEC LIMITED,OPTION EXPIRING 30-JUN-2019 EX 9C,AU0000AEBAW5
AEBAY,ALGAE.TEC LIMITED,OPTION EXPIRING 29-JAN-2017 EX 10C,AU0000AEBAY1
AEBAU,ALGAE.TEC LIMITED,CONV NOTES MATURING 09-JUL-2016,AU0000AEBAU9
AEBAX,ALGAE.TEC LIMITED,CONVERTIBLE NOTES,AU0000AEBAX3
AQI,ALICANTO MIN LTD,ORDINARY FULLY PAID,AU000000AQI2
AQIAI,ALICANTO MIN LTD,OPTION EXPIRING 31-MAY-2016 EX 20C,AU0000AQIAI3
AQIAU,ALICANTO MIN LTD,OPTION EXPIRING 21-NOV-2017 EX 32C,AU0000AQIAU8
AQIAV,ALICANTO MIN LTD,OPTION EXPIRING 07-SEP-2018 EX 23C,AU0000AQIAV6
AQIAW,ALICANTO MIN LTD,OPTION EXPIRING 25-MAR-2019 EX 6.5C,AU0000AQIAW4
AQX,ALICE QUEEN LTD,ORDINARY FULLY PAID,AU000000AQX1
AQXDA,ALICE QUEEN LTD,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AQXDA3
AQXAA,ALICE QUEEN LTD,ORDINARY FULLY PAID RESTRICTED,AU0000AQXAA9
AQXAI,ALICE QUEEN LTD,OPTION EXPIRING 30-JUN-2017 EX 30C,AU0000AQXAI2
AQXAJ,ALICE QUEEN LTD,OPTION EXPIRING 31-DEC-2017 EX 30C,AU0000AQXAJ0
AA1,ALINTA OPTION/BASKET,ALINTA OPTIONS OVER BASKET,AU000000AA16
ALK,ALKANE RESOURCES LTD,ORDINARY FULLY PAID,AU000000ALK9
ALKAA,ALKANE RESOURCES LTD,PERFORMANCE RIGHTS,AU0000ALKAA7
AQY01,ALLAN GRAY AUSTRALIA,ALLAN GRAY AUSTRALIA EQUITY FUND - CLASS A,AU60ETL00600
AQY02,ALLAN GRAY AUSTRALIA,ALLAN GRAY AUSTRALIA OPPORTUNITY FUND,AU60ETL02739
AHQ,ALLEGIANCE COAL LTD,ORDINARY FULLY PAID,AU000000AHQ4
AHQAU,ALLEGIANCE COAL LTD,OPTION EXPIRING 09-MAY-2016 EX 25C,AU0000AHQAU0
AHQAW,ALLEGIANCE COAL LTD,OPTION EXPIRING 27-NOV-2018 EX 0.0495C,AU0000AHQAW6
AMT,ALLEGRA ORTHOPAEDICS,ORDINARY FULLY PAID,AU000000AMT8
AQZ,ALLIANCE AVIATION,ORDINARY FULLY PAID,AU000000AQZ6
AGS,ALLIANCE RESOURCES,ORDINARY FULLY PAID,AU000000AGS2
AGSAO,ALLIANCE RESOURCES,OPTION EXPIRING 30-SEP-2015 EX 15C,AU0000AGSAO1
AGE,ALLIGATOR ENERGY,ORDINARY FULLY PAID,AU000000AGE2
AGEAI,ALLIGATOR ENERGY,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AGEAI3
AYR,ALLOY RESOURCES,ORDINARY FULLY PAID,AU000000AYR7
AYRAM,ALLOY RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AYRAM0
AYRAO,ALLOY RESOURCES,OPTION EXPIRING 31-DEC-2015 EX 1.5C,AU0000AYRAO6
IWM01,ALPHA FUND MANAGERS,ALPHA DIVERSIFIED INCOME FUND,AU60ETL03299
IWM02,ALPHA FUND MANAGERS,ALPHA INFRASTRUCTURE FUND,AU60ETL03190
IWM03,ALPHA FUND MANAGERS,ALPHA AUSTRALIAN BLUE CHIP FUND,AU60ETL00915
IWM04,ALPHA FUND MANAGERS,ALPHA PROPERTY SECURITIES FUND,AU60ETL00956
IWM05,ALPHA FUND MANAGERS,ALPHA ENHANCED YIELD FUND,AU60ETL00931
IWM06,ALPHA FUND MANAGERS,ALPHA GLOBAL OPPORTUNITIES FUND,AU60ETL00949
IWM07,ALPHA FUND MANAGERS,ALPHA AUSTRALIAN SMALL COMPANIES FUND,AU60ETL00923
RAA,ALPHA RECHARGE 2,CITIGROUP ALPHA RECHARGE 2,AU000000RAA7
RAK,ALPHA RESULTS GROWTH,CITIGROUP ALPHA RESULTS GROWTH,AU000000RAK6
RAY,ALPHA RESULTS INCOME,CITIGROUP ALPHA RESULTS INCOME,AU000000RAY7
APT,ALPHATISE LIMITED,ORDINARY FULLY PAID,AU000000APT1
ALQ,ALS LTD,ORDINARY FULLY PAID,AU000000ALQ6
ALQN,ALS LTD,ORDINARY FULLY PAID DEFERRED,AU00000ALQN4
ALQR,ALS LTD,RIGHTS-APPSCLOSE 12AUG2013 US PROHIBITED,AU00000ALQR5
ALQXX,ALS LTD,INSTITUTIONAL ENTITLEMENT OFFER,AU0000ALQXX8
ALQYY,ALS LTD,RETAIL ENTITLEMENT OFFER,AU0000ALQYY4
ALQAJ,ALS LTD,SHARE RIGHTS,AU0000ALQAJ5
ALQAI,ALS LTD,PERFORMANCE RIGHTS,AU0000ALQAI7
ALQAK,ALS LTD,ORDINARY FULLY PAID DEFERRED,AU0000ALQAK3
ARS,ALT RESOURCES LTD,ORDINARY FULLY PAID,AU000000ARS9
ARSAA,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAA7
ARSAB,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAB5
ARSAC,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAC3
ARSAD,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAD1
ARSAE,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAE9
ARSAF,ALT RESOURCES LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ARSAF6
ARSAG,ALT RESOURCES LTD,PERFORMANCE SHARES RESTRICTED,AU0000ARSAG4
ATC,ALTECH CHEM LTD,ORDINARY FULLY PAID,AU000000ATC9
ATCNA,ALTECH CHEM LTD,ORDINARY FULLY PAID EX OPTION DEFERRED,AU0000ATCNA0
ATCOA,ALTECH CHEM LTD,OPTION EXPIRING 15-DEC-2015,AU0000ATCOA8
ATCAA,ALTECH CHEM LTD,OPTION EXPIRING 18-DEC-2017 EX VARIOUS PRICES,AU0000ATCAA7
ATCAN,ALTECH CHEM LTD,OPTION EXPIRING 30-JUN-2016 EX 10C,AU0000ATCAN0
ATCAC,ALTECH CHEM LTD,PERFORMANCE RIGHTS,AU0000ATCAC3
ATCAK,ALTECH CHEM LTD,OPTION EXPIRING 31-JAN-2017 EX 20C,AU0000ATCAK6
AIQ,ALTERNATIVE INVEST,ORDINARY UNITS FULLY PAID,AU000000AIQ2
ALU,ALTIUM LIMITED,ORDINARY FULLY PAID,AU000000ALU8
AOH,ALTONA MINING LTD,ORDINARY FULLY PAID,AU000000AOH9
AOHAK,ALTONA MINING LTD,SHARE RIGHT,AU0000AOHAK6
AOHAS,ALTONA MINING LTD,ORDINARY FULLY PAID DEFERRED,AU0000AOHAS9
AGA01,ALTRINSIC GBL ADVISR,ALTRINSIC GLOBAL EQUITIES TRUST,AU60ANT00059
AJM,ALTURA MINING LTD,ORDINARY FULLY PAID,AU000000AJM9
AJMO,ALTURA MINING LTD,OPTION EXPIRING 30-JUN-2016,AU00000AJMO5
AJMAL,ALTURA MINING LTD,PERFORMANCE RIGHTS,AU0000AJMAL4
AWC,ALUMINA LIMITED,ORDINARY FULLY PAID,AU000000AWC3
AWCBSK,ALUMINA LIMITED,OPTIONS AND WARRANTS OVER BASKET,AU000AWCBSK5
AMA,AMA GROUP LIMITED,ORDINARY FULLY PAID,AU000000AMA8
AMAAA,AMA GROUP LIMITED,PERFORMANCE SHARES,AU0000AMAAA6
AMAAB,AMA GROUP LIMITED,OPTION EXPIRING 26-NOV-2018 EX $1.20,AU0000AMAAB4
AYS,AMAYSIM AUS LTD,ORDINARY FULLY PAID,AU000000AYS5
AYSXX,AMAYSIM AUS LTD,INITIAL PUBLIC OFFER,AU0000AYSXX7
AYSAA,AMAYSIM AUS LTD,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AYSAA3
AQO,AMBASSADOR OIL GAS,ORDINARY FULLY PAID,AU000000AQO0
AMO,AMBERTECH LIMITED,ORDINARY FULLY PAID,AU000000AMO9
AMOAI,AMBERTECH LIMITED,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AMOAI0
AMB,AMBITION GROUP LTD,ORDINARY FULLY PAID,AU000000AMB6
AMBAP,AMBITION GROUP LTD,PERFORMANCE RIGHT EXPIRING 30-APR-2018,AU0000AMBAP2
AKY,AMCBF FIVE,ORDINARY FULLY PAID,AU000000AKY2
AMH,AMCIL LIMITED,ORDINARY FULLY PAID,AU000000AMH3
AM8,AMCOR DUMMY TORESS,AMCOR DUMMY UNDERLYING TORESS OPTIONS,AU000000AM87
AMC,AMCOR LIMITED,ORDINARY FULLY PAID,AU000000AMC4
AMCAP,AMCOR LIMITED,PERFORMANCE SHARES,AU0000AMCAP0
AMCBSK,AMCOR LIMITED,OPTIONS AND WARRANTS OVER BASKET,AU000AMCBSK6
AMCAO,AMCOR LIMITED,RIGHT EXPIRING VARIOUS DATES PERFORM EX NIL,AU0000AMCAO3
AMCAK,AMCOR LIMITED,OPTION EXPIRING VARIOUS DATES EMPLOYEE EX VAR.PRI.,AU0000AMCAK1
AM1,AMCOR OPT/BASKET,AMCOR LIMITED - OPTIONS OVER BASKET,AU000000AM12
AMR,AMCOR WARRANTS,AMCOR LIMITED - WARRANTS,AU000000AMR2
AOW,AMERICAN PATRIOT OIL,ORDINARY FULLY PAID,AU000000AOW8
AOWO,AMERICAN PATRIOT OIL,OPTION EXPIRING 24-OCT-2016,AU00000AOWO4
AOWOA,AMERICAN PATRIOT OIL,OPTION EXPIRING 20-OCT-2018,AU0000AOWOA7
AOWAF,AMERICAN PATRIOT OIL,ORDINARY FULLY PAID RESTRICTED,AU0000AOWAF5
AXZ,AMEX RESOURCES,ORDINARY FULLY PAID,AU000000AXZ2
AXZAA,AMEX RESOURCES,OPTION EXPIRING 04-FEB-2019 EX 80C,AU0000AXZAA0
AXZAB,AMEX RESOURCES,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AXZAB8
AXZAI,AMEX RESOURCES,OPTION EXPIRING 04-MAY-2017 EX $1.40,AU0000AXZAI3
AXZAK,AMEX RESOURCES,OPTION EXPIRING 04-SEP-2016 EX $1.30,AU0000AXZAK9
AXZAO,AMEX RESOURCES,OPTION EXPIRING 21-APR-2016 EX $1.02,AU0000AXZAO1
AXZAQ,AMEX RESOURCES,OPTION EXPIRING 04-JUN-2016 EX $1.40,AU0000AXZAQ6
AXZAS,AMEX RESOURCES,OPTION EXPIRING 11-SEP-2016 EX $1.30,AU0000AXZAS2
AXZAU,AMEX RESOURCES,OPTION EXPIRING 24-MAY-2017 EX $1.40,AU0000AXZAU8
AXZAY,AMEX RESOURCES,OPTION EXPIRING 22-JUL-2017 EX $1.40,AU0000AXZAY0
AXZAZ,AMEX RESOURCES,OPTION EXPIRING 09-JAN-2018 EX $1.10,AU0000AXZAZ7
AGF,AMP CAPITAL CHINA,ORDINARY UNITS FULLY PAID,AU000000AGF9
AMP,AMP LIMITED,ORDINARY FULLY PAID,AU000000AMP6
AMPPA,AMP LIMITED,CAP NOTE 3-BBSW+5.10% PERP NON-CUM RED T-12-21,AU0000AMPPA2
AMPXX,AMP LIMITED,INSTITUTIONAL OFFER,AU0000AMPXX8
AMPZZ,AMP LIMITED,BROKER FIRM OFFER,AU0000AMPZZ8
AMPHA,AMP LIMITED,SUB BOND 3-BBSW+2.65% 18-12-23 CUM RED T-12-18,AU0000AMPHA9
AMY,AMP WARR.OVER BASKET,BASKET SHARES,AU000000AMY8
ACA01,AMPCFM,AMP CAPITAL EQUITY INCOME GENERATOR,AU60AMP90258
ACA02,AMPCFM,AMP CAPITAL CORPORATE BOND FUND,AU60AMP90241
ACA03,AMPCFM,AMP CAPITAL GLOBAL INFRASTRUCTURE SECURITIES FUND,AU60AMP90274
ACA04,AMPCFM,AMP CAPITAL GLOBAL PROPERTY SECURITIES FUND,AU60AMP90266
ACA05,AMPCFM,AMP CAPITAL MULTI-ASSET FUND,AU60AMP90282
AM9,AMPN OPTIONS,AMPN OPTIONS,AU000000AM95
AYK,AMYF FOUR LTD,ORDINARY FULLY PAID,AU000000AYK2
AYD,AMYF ONE LTD,ORDINARY FULLY PAID,AU000000AYD7
AYJ,AMYF THREE LTD,ORDINARY FULLY PAID,AU000000AYJ4
AYH,AMYF TWO LTD,ORDINARY FULLY PAID,AU000000AYH8
ANQ,ANAECO LIMITED,ORDINARY FULLY PAID,AU000000ANQ2
ANQAK,ANAECO LIMITED,ORDINARY FULLY PAID EMPLOYEE,AU0000ANQAK9
ALT,ANALYTICA LIMITED,ORDINARY FULLY PAID,AU000000ALT0
ALTO,ANALYTICA LIMITED,OPTION EXPIRING 29-FEB-2016,AU00000ALTO6
ALTOA,ANALYTICA LIMITED,OPTION EXPIRING 28-FEB-2018,AU0000ALTOA9
ALTAI,ANALYTICA LIMITED,OPTION EXPIRING 31-DEC-2008 EX 2C,AU0000ALTAI1
ALTAJ,ANALYTICA LIMITED,OPTION EXPIRING 10-DEC-2020 EX 1.62C,AU0000ALTAJ9
ALTAK,ANALYTICA LIMITED,OPTION EXPIRING 29-OCT-2018 EX 3.27C,AU0000ALTAK7
ALTAM,ANALYTICA LIMITED,OPTION EXPIRING 12-FEB-2019 EX 4.44C,AU0000ALTAM3
ALTAO,ANALYTICA LIMITED,OPTION EXPIRING 22-MAY-2019 EX 7.38C,AU0000ALTAO9
ALTAQ,ANALYTICA LIMITED,OPTION EXPIRING 28-FEB-2020 EX 1.9C,AU0000ALTAQ4
ALTAR,ANALYTICA LIMITED,OPTION EXPIRING 08-NOV-2020 EX 0.5C,AU0000ALTAR2
ANR,ANATARA LS LTD,ORDINARY FULLY PAID,AU000000ANR0
ANRAB,ANATARA LS LTD,ORDINARY FULLY PAID RESTRICTED,AU0000ANRAB6
ANRAC,ANATARA LS LTD,OPTION EXPIRING 18-SEP-2018 EX 50C,AU0000ANRAC4
ANRAD,ANATARA LS LTD,OPTION EXPIRING 11-NOV-2018 EX $1.35,AU0000ANRAD2
ANRAE,ANATARA LS LTD,OPTION EXPIRING 14-DEC-2020 EX $1.45,AU0000ANRAE0
AEK,ANATOLIA ENERGY LTD,ORDINARY FULLY PAID,AU000000AEK4
AEKO,ANATOLIA ENERGY LTD,OPTION EXPIRING 15-JUN-2017,AU00000AEKO0
ACI,ANCHOR CAP INV,NSX - CHESS DEPOSITARY INTEREST 1:1,AU000000ACI2
AHR,ANCHOR RESOURCES,ORDINARY FULLY PAID,AU000000AHR2
AHRAO,ANCHOR RESOURCES,OPTION EXPIRING 20-NOV-2016 EX 30.5C,AU0000AHRAO1
ATM,ANEKA TAMBANG,CHESS DEPOSITARY INTERESTS 1:5,AU000000ATM8
ATMAA,ANEKA TAMBANG,COMMON B CLASS SHARES,AU0000ATMAA6
AQMHA,ANGLO AMERICAN CAP,5.75% MTN.MAT 27-NOV-2018 MIN.CONS.$5HT NC,AU0000AQMHA7
AAR,ANGLO AUSTRALIAN,ORDINARY FULLY PAID,AU000000AAR7
AARAI,ANGLO AUSTRALIAN,OPTION EXPIRING VARIOUS DATES EX VARIOUS PRICES,AU0000AARAI8
AGG,ANGLOGOLD ASHANTI,CDI 5:1 FOREIGN EXEMPT JSE,AU000000AGG7
AGGAO,ANGLOGOLD ASHANTI,ORDINARY FULLY PAID,AU0000AGGAO6
AGGAS,ANGLOGOLD ASHANTI,ORDINARY FULLY PAID,AU0000AGGAS7
AGGAI,ANGLOGOLD ASHANTI,A REDEEMABLE PREFERENCE SA 50C,AU0000AGGAI8
AGGAK,ANGLOGOLD ASHANTI,B REDEEMABLE PREFERENCE SA 1C,AU0000AGGAK4
AGGAM,ANGLOGOLD ASHANTI,OPTION EXPIRING VARIOUS DATES VARIOUS PRICES,AU0000AGGAM0
AB1,ANIMOCA BRANDS CORP,ORDINARY FULLY PAID,AU000000AB15
AB1DA,ANIMOCA BRANDS CORP,ORDINARY FULLY PAID DEFERRED SETTLEMENT,AU0000AB1DA7
AB1XX,ANIMOCA BRANDS CORP,PLACEMENT,AU0000AB1XX7
AB1YY,ANIMOCA BRANDS CORP,PLACEMENT,AU0000AB1YY3
AB1AD,ANIMOCA BRANDS CORP,ORDINARY FULLY PAID RESTRICTED,AU0000AB1AD7
AB1AB,ANIMOCA BRANDS CORP,PERFORMANCE SHARE RESTRICTED CLASS A,AU0000AB1AB1
AB1AC,ANIMOCA BRANDS CORP,PERFORMANCE SHARE RESTRICTED CLASS B,AU0000AB1AC9
AB1AE,ANIMOCA BRANDS CORP,OPTION EXPIRING 23-JAN-2018 RESTRICTED EX 20C,AU0000AB1AE5
AB1AF,ANIMOCA BRANDS CORP,PERFORMANCE SHARE RESTRICTED CLASS A,AU0000AB1AF2
AB1AG,ANIMOCA BRANDS CORP,PERFORMANCE SHARE RESTRICTED CLASS B,AU0000AB1AG0
XINAA,ANNA UNQUOTED ISIN'S,PALANDRI LTD - ORDINARY FULLY PAID,AU0000XINAA9
XINAAA,ANNA UNQUOTED ISIN'S,MACQUARIE P-1364 TW GENERIC BASKET,AU000XINAAA4
XINAAB,ANNA UNQUOTED ISIN'S,MACQUARIE P-1373 CHUNGHWA TELECOM,AU000XINAAB2
XINAAC,ANNA UNQUOTED ISIN'S,MACQUARIE P-1377 INDIABULLS REAL ESTATE LTD,AU000XINAAC0
XINAAD,ANNA UNQUOTED ISIN'S,CREAT RESOURCES HOLDINGS LIMITED - ORD FULLY PAID,AU000XINAAD8
XINAAE,ANNA UNQUOTED ISIN'S,MACQUARIE P-1390 ING INDUSTRIAL FUND,AU000XINAAE6
XINAAF,ANNA UNQUOTED ISIN'S,MQB P-1414 BANK OF INDIA,AU000XINAAF3
XINAAG,ANNA UNQUOTED ISIN'S,RESOURCEHOUSE LIMITED - ORDINARY FULLY PAID,AU000XINAAG1
XINAAH,ANNA UNQUOTED ISIN'S,MACQUARIE P-1433 MUNDRA PORT & SEZ LTD,AU000XINAAH9
XINAAI,ANNA UNQUOTED ISIN'S,MACQUARIE P-1435 STATE BANK OF INDIA,AU000XINAAI7
XINAAJ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1364 SESA GOA LTD,AU000XINAAJ5
XINAAK,ANNA UNQUOTED ISIN'S,MACQUARIE P-1437 STEEL AUTHORITY OF INDIA,AU000XINAAK3
XINAAL,ANNA UNQUOTED ISIN'S,MACQUARIE P-1438 AMBUJA CEMENTS LTD,AU000XINAAL1
XINAAM,ANNA UNQUOTED ISIN'S,MACQUARIE P-1439 GRASIM INDUSTRIES LTD,AU000XINAAM9
XINAAN,ANNA UNQUOTED ISIN'S,MACQUARIE P-1440 ACC LIMITED,AU000XINAAN7
XINAAO,ANNA UNQUOTED ISIN'S,MACQUARIE P-1441 TATA CONSULTANCY SERVICES LTD,AU000XINAAO5
XINAAP,ANNA UNQUOTED ISIN'S,MACQUARIE P-1432 OIL & NATURAL GAS CORP LTD,AU000XINAAP2
XINAAQ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1443 HERO HONDA MOTORS LTD,AU000XINAAQ0
XINAAR,ANNA UNQUOTED ISIN'S,CENTRAL IRON ORE LIMITED - ORDINARY FULLY PAID,AU000XINAAR8
XINAAS,ANNA UNQUOTED ISIN'S,MACQUARIE P-1460 BERJAYA LAND BHD,AU000XINAAS6
XINAAT,ANNA UNQUOTED ISIN'S,SAMBA MINERALS LTD - ORDINARY FULLY PAID,AU000XINAAT4
XINAAU,ANNA UNQUOTED ISIN'S,MACQUARIE P-1481 UNITED MICROELECTRONICS CORP,AU000XINAAU2
XINAAV,ANNA UNQUOTED ISIN'S,MACQUARIE P-1482 COMPAL ELECTRONICS INC,AU000XINAAV0
XINAAW,ANNA UNQUOTED ISIN'S,MACQUARIE P-1495 SAMSUNG ENGINEERING CO LTD,AU000XINAAW8
XINAAX,ANNA UNQUOTED ISIN'S,MACQUARIE P-1535 SAMSUNG ELECTRO-MECHANICS CO LTD,AU000XINAAX6
XINAAY,ANNA UNQUOTED ISIN'S,MACQUARIE P-1566 MAP AU / MAP GROUP,AU000XINAAY4
XINAAZ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1568 JINDAL STEEL & POWER LTD,AU000XINAAZ1
XINAB,ANNA UNQUOTED ISIN'S,NARE DIAMONDS LIMITED - ORDINARY FULLY PAID,AU0000XINAB7
XINABA,ANNA UNQUOTED ISIN'S,MACQUARIE P-1591 RALINK TECHNOLOGY CORP,AU000XINABA2
XINABB,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 46 DEFERRED PURCHASE AGREEMENT,AU000XINABB0
XINABC,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 41 DEFERRED PURCHASE AGREEMENT,AU000XINABC8
XINABD,ANNA UNQUOTED ISIN'S,UBS GOALS KICK-IN SERIES 35 AUS SHARE BASKET,AU000XINABD6
XINABE,ANNA UNQUOTED ISIN'S,MACQUARIE P-1602 TAIWAN SOLAR,AU000XINABE4
XINABF,ANNA UNQUOTED ISIN'S,MACQUARIE P-1617 ALTEK CORP,AU000XINABF1
XINABG,ANNA UNQUOTED ISIN'S,MACQUARIE P-1618 SILITECH TECH,AU000XINABG9
XINABH,ANNA UNQUOTED ISIN'S,MACQUARIE P-1640 PEGATRON CORP,AU000XINABH7
XINABI,ANNA UNQUOTED ISIN'S,MACQUARIE P-1674 HYUNDAI MOBIS,AU000XINABI5
XINABJ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1679 UNITED PHOSPHORUS LTD,AU000XINABJ3
XINABK,ANNA UNQUOTED ISIN'S,MACQUARIE P-1696 ENTIRE TECHNOLOGY CO LTD,AU000XINABK1
XINABL,ANNA UNQUOTED ISIN'S,MACQUARIE P-1700 DIGITAL CHINA HOLDINGS,AU000XINABL9
XINABM,ANNA UNQUOTED ISIN'S,UBS GOALS+ SERIES 11 DEFERRED PURCHASE AGREEMENT,AU000XINABM7
XINABN,ANNA UNQUOTED ISIN'S,NATIONAL PORTS CORPORATION LIMITED-ORD FULLY PAID,AU000XINABN5
XINABO,ANNA UNQUOTED ISIN'S,MACQUARIE P-1740 HYUNDAI ENGINEERING CO LTD,AU000XINABO3
XINABP,ANNA UNQUOTED ISIN'S,MACQUARIE STANDARD AND POOR'S 500 INDEX,AU000XINABP0
XINABQ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1744 ALLAHABAD BANK,AU000XINABQ8
XINABR,ANNA UNQUOTED ISIN'S,MACQUARIE P-1745 CORPORATION BANK,AU000XINABR6
XINABS,ANNA UNQUOTED ISIN'S,MACQUARIE P-1746 GREAT EASTERN SHIPPING CO LTD,AU000XINABS4
XINABT,ANNA UNQUOTED ISIN'S,MACQUARIE P-1747 HCL INFOSYSTEMS,AU000XINABT2
XINABU,ANNA UNQUOTED ISIN'S,MACQUARIE P-1748 HINDUSTAN UNILEVER LIMITED,AU000XINABU0
XINABV,ANNA UNQUOTED ISIN'S,MACQUARIE P-1749 JAGRAN PRAKASHAN LTD,AU000XINABV8
XINABW,ANNA UNQUOTED ISIN'S,MACQUARIE P-1750 NTPC LTD,AU000XINABW6
XINABX,ANNA UNQUOTED ISIN'S,MACQUARIE P-1751 POWER GRID CORPORATION OF INDIA,AU000XINABX4
XINABY,ANNA UNQUOTED ISIN'S,MACQUARIE P-1752 TATA CHEMICALS LIMITED,AU000XINABY2
XINABZ,ANNA UNQUOTED ISIN'S,MACQUARIE P-1753 CUMMINS INDIA LTD,AU000XINABZ9
XINAC,ANNA UNQUOTED ISIN'S,GLADSTONE PACIFIC NICKEL LIMITED - ORD. FULLY PAID,AU0000XINAC5
XINACA,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 80 DEFERRED PURCHASE AGREEMENT,AU000XINACA0
XINACB,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 81 DEFERRED PURCHASE AGREEMENT,AU000XINACB8
XINACC,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 82 DEFERRED PURCHASE AGREEMENT,AU000XINACC6
XINACD,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 76 DEFERRED PURCHASE AGREEMENT,AU000XINACD4
XINACE,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 50 DEFERRED PURCHASE AGREEMENT,AU000XINACE2
XINACF,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 51 DEFERRED PURCHASE AGREEMENT,AU000XINACF9
XINACG,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 52 DEFERRED PURCHASE AGREEMENT,AU000XINACG7
XINACH,ANNA UNQUOTED ISIN'S,UBS GOALS SERIES 53 DEFERRED PURCHASE AGREEMENT,AU000XINACH5
